Ensembl	Gene_Name	PROBE_ID	nuID	Average_lumi	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000017400	Stac2	ILMN_2703563	TYihHj3cVBEX5VP9Vc	10.06	3.0473E-01	0.91	2.5338E-01	0	1	N/A	protein_coding	11	97897937	SH3 and cysteine rich domain 2 Gene [Source:MGI (curated);Acc:MGI:2144518]
ENSMUSG00000022312	Eif3h	ILMN_1215703	riUoTDQMQRsTmQRSwk	9.09	3.0552E-01	0.95	2.5401E-01	0	1	N/A	protein_coding	15	51618110	"eukaryotic translation initiation factor 3, subunit H Gene [Source:MGI Symbol;Acc:MGI:1915385]"
ENSMUSG00000048920	Fkrp	ILMN_2607313	r1V1fcoKjAX2UydE.E	9.09	3.0584E-01	0.96	2.5401E-01	0	1	N/A	protein_coding	7	17394619	fukutin related protein Gene [Source:MGI Symbol;Acc:MGI:2447586]
ENSMUSG00000011884	Gltp	ILMN_2971816	E7FJCX.QUHhymRErhU	8.89	3.0584E-01	1.09	2.5401E-01	0	2	N/A	protein_coding	5	115119412	glycolipid transfer protein Gene [Source:MGI (curated);Acc:MGI:1929253]
ENSMUSG00000049285	Mblac1	ILMN_2637733	uWm0vrWohcihEtCEJA	10.06	3.0553E-01	0.95	2.5401E-01	0	1	N/A	protein_coding	5	138635542	metallo-beta-lactamase domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:2679717]
ENSMUSG00000041696	Rasl12	ILMN_2836749	x5CVcu7n_yEU03gVKE	8.99	3.0552E-01	1.06	2.5401E-01	0	1	N/A	protein_coding	9	65246332	"RAS-like, family 12 Gene [Source:MGI Symbol;Acc:MGI:1918034]"
ENSMUSG00000025978	Rftn2	ILMN_1212653	cbfsSBKpfT8rOAh4XU	8.89	3.0649E-01	0.95	2.5401E-01	0	2	N/A	protein_coding	1	55227003	raftlin family member 2 Gene [Source:MGI (curated);Acc:MGI:1921263]
ENSMUSG00000040345	Arhgap9	ILMN_2843019	cbVT74kqCbvy696dbU	8.89	3.0697E-01	0.93	2.5460E-01	0	1	N/A	protein_coding	10	126759172	Rho GTPase activating protein 9 Gene [Source:MGI Symbol;Acc:MGI:2143764]
ENSMUSG00000024780	Cdc37l1	ILMN_2673926	Tkl7hL0g07VU9676OQ	10.13	3.0741E-01	0.95	2.5460E-01	0	4	N/A	protein_coding	19	29064984	cell division cycle 37 homolog (S. cerevisiae)-like 1 Gene [Source:MGI Symbol;Acc:MGI:1914322]
ENSMUSG00000074896	Ifit3	ILMN_2944666	Ne4hI7nui5586og7ng	8.94	3.0714E-01	0.96	2.5460E-01	0	4	N/A	protein_coding	19	34658021	interferon-induced protein with tetratricopeptide repeats 3 Gene [Source:MGI (curated);Acc:MGI:1101055]
ENSMUSG00000001942	Siae	ILMN_2434144	0qcR6joj9K55K0u0FA	9.26	3.0741E-01	1.06	2.5460E-01	0	1	N/A	protein_coding	9	37421432	sialic acid acetylesterase Gene [Source:MGI (curated);Acc:MGI:104803]
ENSMUSG00000067889	Spnb3	ILMN_2661588	cRJyruU1FPS9.l3qNI	8.89	3.0741E-01	0.95	2.5460E-01	0	1	N/A	protein_coding	19	4711208	spectrin beta 3 Gene [Source:MGI Symbol;Acc:MGI:1313261]
ENSMUSG00000028233	Tgs1	ILMN_2588456	HhSR94IUkfeCaC7jHs	8.93	3.0705E-01	0.92	2.5460E-01	0	3	N/A	protein_coding	4	3502022	trimethylguanosine synthase homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2151797]
ENSMUSG00000037376	Trmt6	ILMN_2644845	ZeMCnnuPFB.r.z1.90	8.99	3.0745E-01	0.93	2.5460E-01	0	1	N/A	protein_coding	2	132629943	tRNA methyltransferase 6 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1914176]
ENSMUSG00000020333	Acsl6	ILMN_2621697	fVYXuaG1H.XH5fyRE4	8.93	3.0809E-01	0.95	2.5513E-01	0	3	N/A	protein_coding	11	54117300	acyl-CoA synthetase long-chain family member 6 Gene [Source:MGI (curated);Acc:MGI:894291]
ENSMUSG00000037316	Bag4	ILMN_2607892	BS7uup1wLT27X97Ek4	8.89	3.0792E-01	1.06	2.5513E-01	0	1	N/A	protein_coding	8	26877669	BCL2-associated athanogene 4 Gene [Source:MGI Symbol;Acc:MGI:1914634]
ENSMUSG00000053898	Ech1	ILMN_1254786	QqEQAk0X3UJ3g7fWhU	9.09	3.0814E-01	1.06	2.5513E-01	0	1	N/A	protein_coding	7	29610236	"enoyl coenzyme A hydratase 1, peroxisomal Gene [Source:MGI (curated);Acc:MGI:1858208]"
ENSMUSG00000022788	Fgd4	ILMN_1251736	BucI.SizUuhyoQoKh0	8.89	3.0800E-01	0.97	2.5513E-01	0	1	N/A	protein_coding	16	16417010	"FYVE, RhoGEF and PH domain containing 4 Gene [Source:MGI (curated);Acc:MGI:2183747]"
ENSMUSG00000021453	Gadd45g	ILMN_2903945	QGjVqQ5.T.cChnNugk	9.09	3.0809E-01	1.06	2.5513E-01	0	2	N/A	protein_coding	13	51942047	growth arrest and DNA-damage-inducible 45 gamma Gene [Source:MGI (curated);Acc:MGI:1346325]
ENSMUSG00000048000	Gigyf2	ILMN_1247017	BYkjVL88q.0tBl20iY	8.89	3.0847E-01	1.05	2.5513E-01	0	1	N/A	protein_coding	1	89223617	GRB10 interacting GYF protein 2 Gene [Source:MGI Symbol;Acc:MGI:2138584]
ENSMUSG00000032513	Gorasp1	ILMN_2962511	cuq4Bop4579CzgVUjo	8.89	3.0847E-01	1.06	2.5513E-01	0	1	N/A	protein_coding	9	119835714	golgi reassembly stacking protein 1 Gene [Source:MGI Symbol;Acc:MGI:1921748]
ENSMUSG00000019975	Ikbip	ILMN_1255564	3n86QPVLPMNRH9s3ew	9.26	3.0828E-01	0.95	2.5513E-01	0	2	N/A	protein_coding	10	90545685	IKBKB interacting protein Gene [Source:MGI Symbol;Acc:MGI:1914704]
ENSMUSG00000027618	Nfs1	ILMN_1249158	9eB6ZTyoekwEB.P8F8	8.89	3.0828E-01	1.06	2.5513E-01	0	2	N/A	protein_coding	2	155904665	nitrogen fixation gene 1 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1316706]
ENSMUSG00000028070	Apoa1bp	ILMN_2997923	ZfafS.Qq4b2olPUSTU	8.99	3.0930E-01	0.93	2.5566E-01	0	1	N/A	protein_coding	3	87860445	apolipoprotein A-I binding protein Gene [Source:MGI Symbol;Acc:MGI:2180167]
ENSMUSG00000006169	Clint1	ILMN_1235782	ri7sMWTyQzr1DIL2Mw	9.09	3.0933E-01	1.06	2.5566E-01	0	1	N/A	protein_coding	11	45665553	clathrin interactor 1 Gene [Source:MGI (curated);Acc:MGI:2144243]
ENSMUSG00000079038	D130040H23Rik	ILMN_1221081	3u.LiN7JQRH1NahIM8	9.26	3.0902E-01	1.04	2.5566E-01	0	1	N/A	protein_coding	8	71794979	RIKEN cDNA D130040H23 gene Gene [Source:MGI Symbol;Acc:MGI:2444324]
ENSMUSG00000046879	Irgm1	ILMN_2804037	0bjp0QU1suI3jld94g	9.26	3.0859E-01	1.07	2.5566E-01	0	2	N/A	protein_coding	11	48675470	immunity-related GTPase family M member 1 Gene [Source:MGI (curated);Acc:MGI:107567]
ENSMUSG00000054008	Ndst1	ILMN_1221634	NTiHPzVy75XCKypf8U	9.56	3.0894E-01	1.07	2.5566E-01	0	2	N/A	protein_coding	18	60845632	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 Gene [Source:MGI Symbol;Acc:MGI:104719]
ENSMUSG00000057503	Olfr1459	ILMN_2747519	lk9J9KM_wJzdRO5dEc	8.94	3.0878E-01	0.93	2.5566E-01	0	1	N/A	protein_coding	19	13219891	olfactory receptor 1459 Gene [Source:MGI Symbol;Acc:MGI:3031293]
ENSMUSG00000031934	Panx1	ILMN_2946088	3wiRIl0lEiiST3oeko	9.27	3.0903E-01	1.06	2.5566E-01	0	1	N/A	protein_coding	9	14810231	pannexin 1 Gene [Source:MGI Symbol;Acc:MGI:1860055]
ENSMUSG00000030539	Sema4b	ILMN_1226447	x1xEh16NdvX7XJ0W5U	8.99	3.0863E-01	0.90	2.5566E-01	0	1	N/A	protein_coding	7	87331727	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B Gene [Source:MGI (curated);Acc:MGI:107559]"
ENSMUSG00000016757	Ttll12	ILMN_2660386	uauoR7rp77H7grALhc	10.06	3.0880E-01	1.09	2.5566E-01	0	1	N/A	protein_coding	15	83405549	"tubulin tyrosine ligase-like family, member 12 Gene [Source:MGI (curated);Acc:MGI:3039573]"
ENSMUSG00000029875	AI836003	ILMN_2732079	BaxXef3rvl1MO37vO4	8.89	3.0963E-01	1.07	2.5594E-01	0	1	N/A	protein_coding	15	97998091	Uncharacterized protein C12orf68 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8BMK5]
ENSMUSG00000020085	Aifm2	ILMN_1259418	Wbejg3t7qgZr7UgooA	10.06	3.1017E-01	0.96	2.5594E-01	0	1	N/A	protein_coding	10	61178011	"apoptosis-inducing factor, mitochondrion-associated 2 Gene [Source:MGI (curated);Acc:MGI:1918611]"
ENSMUSG00000021214	Akr1c18	ILMN_1260323	rf1PfY4M8I6KV_UYvc	9.09	3.0988E-01	1.06	2.5594E-01	0	1	N/A	protein_coding	13	4131861	"aldo-keto reductase family 1, member C18 Gene [Source:MGI (curated);Acc:MGI:2145420]"
ENSMUSG00000022892	App	ILMN_2632276	3UiIxiA3r4.5jNI5.g	9.26	3.0959E-01	1.04	2.5594E-01	0	2	N/A	protein_coding	16	84954685	amyloid beta (A4) precursor protein Gene [Source:MGI Symbol;Acc:MGI:88059]
ENSMUSG00000032872	Cyb5r4	ILMN_3008475	W3f3PpJaBKPRFDrR7E	10.06	3.1035E-01	0.90	2.5594E-01	0	1	N/A	protein_coding	9	86916864	cytochrome b5 reductase 4 Gene [Source:MGI Symbol;Acc:MGI:2386848]
ENSMUSG00000021905	Dph3	ILMN_3134412	TYEhao4uXrKJq7h.s8	10.06	3.1026E-01	1.11	2.5594E-01	0	3	N/A	protein_coding	14	32893752	"DPH3 homolog (KTI11, S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1922658]"
ENSMUSG00000041075	Fzd7	ILMN_2907560	6JNOovhfxXF.hHh7XU	8.89	3.0991E-01	1.05	2.5594E-01	0	1	N/A	protein_coding	1	59539023	frizzled homolog 7 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:108570]
ENSMUSG00000014959	Gorasp2	ILMN_2609457	NWUQsBS1fn3OUUOBUk	9.56	3.0984E-01	0.95	2.5594E-01	0	4	N/A	protein_coding	2	70499633	golgi reassembly stacking protein 2 Gene [Source:MGI (curated);Acc:MGI:2135962]
ENSMUSG00000035367	Rmi1	ILMN_1249493	Zhz9f_exyPO.qI7H.A	8.99	3.0992E-01	1.04	2.5594E-01	0	1	N/A	protein_coding	13	58503632	"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1921636]"
ENSMUSG00000067847	Romo1	ILMN_1228094	c1XpYZRp64UpXR7XJE	8.89	3.0954E-01	0.94	2.5594E-01	0	2	N/A	protein_coding	2	155969775	reactive oxygen species modulator 1 Gene [Source:MGI (curated);Acc:MGI:1914317]
ENSMUSG00000035033	Tbr1	ILMN_2920503	3Y5eUpofB6L3O791fU	9.19	3.1041E-01	0.90	2.5594E-01	0	1	N/A	protein_coding	2	61640987	T-box brain gene 1 Gene [Source:MGI (curated);Acc:MGI:107404]
ENSMUSG00000040813	Tex264	ILMN_1247681	cutMnF9XxFFVM1N6ek	8.89	3.0981E-01	0.93	2.5594E-01	0	2	N/A	protein_coding	9	106561084	testis expressed gene 264 Gene [Source:MGI Symbol;Acc:MGI:1096570]
ENSMUSG00000038497	Tmco3	ILMN_2628744	3VRf7jc4vhrnrvXRXs	9.26	3.1017E-01	0.94	2.5594E-01	0	3	N/A	protein_coding	8	13288013	transmembrane and coiled-coil domains 3 Gene [Source:MGI Symbol;Acc:MGI:2444946]
ENSMUSG00000018171	Tmem49	ILMN_2616768	T.x55_eZ_ycbPO6CiY	9.09	3.1022E-01	1.08	2.5594E-01	0	5	N/A	protein_coding	11	86397367	transmembrane protein 49 Gene [Source:MGI (curated);Acc:MGI:1923159]
ENSMUSG00000022529	Zfp263	ILMN_2496621	iXtAKxcid7ITjzi6Ks	9.01	3.1004E-01	1.08	2.5594E-01	0	1	N/A	protein_coding	16	3744093	zinc finger protein 263 Gene [Source:MGI (curated);Acc:MGI:1921370]
ENSMUSG00000071757	Zhx2	ILMN_2516833	6RRf9_u6f_kI.SdAl0	8.89	3.1044E-01	1.06	2.5594E-01	0	1	N/A	protein_coding	15	57526220	zinc fingers and homeoboxes 2 Gene [Source:MGI (curated);Acc:MGI:2683087]
ENSMUSG00000018340	Anxa6	ILMN_2878060	rn_fne7poihwJ14XSI	9.09	3.1104E-01	1.07	2.5650E-01	0	1	N/A	protein_coding	11	54792610	annexin A6 Gene [Source:MGI (curated);Acc:MGI:88255]
ENSMUSG00000053929	Cyhr1	ILMN_2599527	Z56WUIE8F5p3171IxI	8.99	3.1103E-01	1.08	2.5650E-01	0	4	N/A	protein_coding	15	76476613	cysteine and histidine rich 1 Gene [Source:MGI Symbol;Acc:MGI:1859320]
ENSMUSG00000021962	Dcp1a	ILMN_2783429	unsbni63z3cefabqnU	10.06	3.1067E-01	1.08	2.5650E-01	0	3	N/A	protein_coding	14	31292798	DCP1 decapping enzyme homolog A (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:1923151]
ENSMUSG00000024778	Fas	ILMN_2479290	9RXhUgxQuQuQFIfceY	8.89	3.1118E-01	0.97	2.5650E-01	0	2	N/A	protein_coding	19	34365199	Fas (TNF receptor superfamily member 6) Gene [Source:MGI Symbol;Acc:MGI:95484]
ENSMUSG00000028140	Mrpl9	ILMN_2679770	cqSvZ7r7TdfS602yUk	8.89	3.1140E-01	0.92	2.5650E-01	0	1	N/A	protein_coding	3	94247240	mitochondrial ribosomal protein L9 Gene [Source:MGI (curated);Acc:MGI:2137211]
ENSMUSG00000008690	Ncaph2	ILMN_2745532	Zi6EkeKSq6AsszF6K0	8.99	3.1119E-01	1.05	2.5650E-01	0	2	N/A	protein_coding	15	89186150	"non-SMC condensin II complex, subunit H2 Gene [Source:MGI (curated);Acc:MGI:1289164]"
ENSMUSG00000057378	Ryr3	ILMN_3150366	EfVJ6Ief2gkM4I0nas	8.89	3.1116E-01	1.10	2.5650E-01	0	1	N/A	protein_coding	2	112471512	ryanodine receptor 3 Gene [Source:MGI (curated);Acc:MGI:99684]
ENSMUSG00000078941	Taf9	ILMN_3144963	orEUqvoAFEcpAgfk0I	10.78	3.1079E-01	1.07	2.5650E-01	0	1	N/A	protein_coding	13	101421368	"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor Gene [Source:MGI Symbol;Acc:MGI:1888697]"
ENSMUSG00000028953	Abcf2	ILMN_2669034	0hntP8.VFuawjVFF7Q	9.26	3.1162E-01	0.94	2.5696E-01	0	4	N/A	protein_coding	5	24071161	"ATP-binding cassette, sub-family F (GCN20), member 2 Gene [Source:MGI Symbol;Acc:MGI:1351657]"
ENSMUSG00000086844	AC163434.5	ILMN_2981623	ZkUy6uufootnrrv798	8.99	3.1209E-01	1.04	2.5696E-01	0	1	N/A	processed_transcript	7	148545040	"RIKEN cDNA B230206H07 gene (B230206H07Rik), non-coding RNA [Source:RefSeq DNA;Acc:NR_033532]"
ENSMUSG00000031865	Dctn1	ILMN_2691157	ZkjHH1UiHXj33n0Ctc	8.99	3.1161E-01	0.94	2.5696E-01	0	1	N/A	protein_coding	6	83115914	dynactin 1 Gene [Source:MGI (curated);Acc:MGI:107745]
ENSMUSG00000025956	Fam119a	ILMN_2705570	EkvyJMnPMHkS6S6uMg	8.89	3.1189E-01	0.94	2.5696E-01	0	1	N/A	protein_coding	1	64653047	"family with sequence similarity 119, member A Gene [Source:MGI Symbol;Acc:MGI:1914349]"
ENSMUSG00000029405	G3bp2	ILMN_2666747	WRKEm2_C1R76S.6S6w	8.99	3.1153E-01	0.92	2.5696E-01	0	2	N/A	protein_coding	5	92483540	GTPase activating protein (SH3 domain) binding protein 2 Gene [Source:MGI Symbol;Acc:MGI:2442040]
ENSMUSG00000020697	Lig3	ILMN_2828819	lk.EL3ek81VERSOoSk	8.94	3.1214E-01	0.95	2.5696E-01	0	1	N/A	protein_coding	11	82594610	"ligase III, DNA, ATP-dependent Gene [Source:MGI (curated);Acc:MGI:109152]"
ENSMUSG00000055660	Mettl4	ILMN_3163504	9lK_ji_qQYLXQv0kTo	8.89	3.1222E-01	1.05	2.5696E-01	0	1	N/A	protein_coding	17	95126428	methyltransferase like 4 Gene [Source:MGI Symbol;Acc:MGI:1924031]
ENSMUSG00000037994	Nhedc2	ILMN_1255047	inBLF0rvx9dICFooSs	9.24	3.1236E-01	1.05	2.5696E-01	0	1	N/A	protein_coding	3	134970664	Na+/H+ exchanger domain containing 2 Gene [Source:MGI (curated);Acc:MGI:2140077]
ENSMUSG00000030591	Psmd8	ILMN_2678019	6qHfc1J7o5v_u_pSoc	8.89	3.1243E-01	1.16	2.5696E-01	0	1	N/A	protein_coding	7	29959274	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 Gene [Source:MGI Symbol;Acc:MGI:1888669]"
ENSMUSG00000029111	Whsc2	ILMN_2474887	Wq7iqpzhSX45Rz8UqM	8.99	3.1174E-01	0.93	2.5696E-01	0	1	N/A	protein_coding	5	34239585	Wolf-Hirschhorn syndrome candidate 2 (human) Gene [Source:MGI (curated);Acc:MGI:1346098]
ENSMUSG00000064264	Zfp428	ILMN_2813524	uiSp36IoIooFt2R6oA	10.06	3.1179E-01	1.12	2.5696E-01	0	2	N/A	protein_coding	7	25292149	zinc finger protein 428 Gene [Source:MGI Symbol;Acc:MGI:1916463]
ENSMUSG00000056260	4933421E11Rik	ILMN_2646836	Br4OAKoTmt5TQA_FJI	8.89	3.1271E-01	0.97	2.5731E-01	0	3	N/A	protein_coding	3	106487905	RIKEN cDNA 4933421E11 gene Gene [Source:MGI Symbol;Acc:MGI:2445214]
ENSMUSG00000050002	5133401N09Rik	ILMN_3122081	rpLv3e_FKut6DkiN5c	9.09	3.1313E-01	1.09	2.5731E-01	0	1	N/A	protein_coding	13	58259015	RIKEN cDNA 5133401N09 gene Gene [Source:MGI Symbol;Acc:MGI:1922981]
ENSMUSG00000025428	Atp5a1	ILMN_2633229	WkU.sCrx37PXjsSA0Q	8.99	3.1306E-01	1.09	2.5731E-01	0	1	N/A	protein_coding	18	78012468	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 Gene [Source:MGI (curated);Acc:MGI:88115]"
ENSMUSG00000026029	Casp8	ILMN_3097868	uooEKgJI5RJUX0RxoI	10.06	3.1304E-01	0.96	2.5731E-01	0	2	N/A	protein_coding	1	58852276	caspase 8 Gene [Source:MGI Symbol;Acc:MGI:1261423]
ENSMUSG00000028197	Col24a1	ILMN_2857666	HSlFwNS6yv6PIB67_4	9.24	3.1265E-01	1.09	2.5731E-01	0	2	N/A	protein_coding	3	144955436	"collagen, type XXIV, alpha 1 Gene [Source:MGI (curated);Acc:MGI:1918605]"
ENSMUSG00000028540	Dph2	ILMN_2613389	WOuX3OyqfdCQnaHUl8	8.99	3.1349E-01	0.95	2.5731E-01	0	3	N/A	protein_coding	4	117561248	DPH2 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1914978]
ENSMUSG00000031811	Fbxo31	ILMN_1252057	NmRVaLfbXv44oWf6P0	9.56	3.1269E-01	0.91	2.5731E-01	0	2	N/A	protein_coding	8	124075918	F-box protein 31 Gene [Source:MGI Symbol;Acc:MGI:1354708]
ENSMUSG00000022514	Il1rap	ILMN_2740465	QdI.4k0IC0VaKN0pkE	9.09	3.1262E-01	0.95	2.5731E-01	0	5	N/A	protein_coding	16	26581794	interleukin 1 receptor accessory protein Gene [Source:MGI Symbol;Acc:MGI:104975]
ENSMUSG00000056598	Lrrc48	ILMN_2594644	Blvqk0ThNRdeCPhBYg	8.89	3.1345E-01	0.95	2.5731E-01	0	3	N/A	protein_coding	11	60166831	leucine rich repeat containing 48 Gene [Source:MGI (curated);Acc:MGI:1921915]
ENSMUSG00000005615	Pcyt1a	ILMN_2688728	NUjX0BKiU5w6UP6oc0	9.56	3.1314E-01	0.91	2.5731E-01	0	1	N/A	protein_coding	16	32431007	"phosphate cytidylyltransferase 1, choline, alpha isoform Gene [Source:MGI (curated);Acc:MGI:88557]"
ENSMUSG00000001100	Poldip2	ILMN_2760263	6lUrfKPX0Ucy8e8itc	8.89	3.1317E-01	1.04	2.5731E-01	0	1	N/A	protein_coding	11	78325695	"polymerase (DNA-directed), delta interacting protein 2 Gene [Source:MGI (curated);Acc:MGI:1915061]"
ENSMUSG00000024369	Rdbp	ILMN_3094608	oYASVOehnnHpA3t6p0	9.09	3.1298E-01	1.11	2.5731E-01	0	2	N/A	protein_coding	17	34987355	RD RNA-binding protein Gene [Source:MGI Symbol;Acc:MGI:102744]
ENSMUSG00000037563	Rps16	ILMN_1227972	fe6VHkBqgOp00K4Ghs	8.89	3.1274E-01	0.87	2.5731E-01	0	1	N/A	protein_coding	7	29135671	ribosomal protein S16 Gene [Source:MGI (curated);Acc:MGI:98118]
ENSMUSG00000031099	Smarca1	ILMN_1253650	xfueK.yf9zv9zlnn_A	8.99	3.1274E-01	1.06	2.5731E-01	0	1	N/A	protein_coding	X	45162547	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 Gene [Source:MGI (curated);Acc:MGI:1935127]"
ENSMUSG00000060279	Ap2a1	ILMN_3143246	iwV5kUkCJe3VtH7uJ4	9.01	3.1413E-01	0.94	2.5779E-01	0	2	N/A	protein_coding	7	52155755	"adaptor protein complex AP-2, alpha 1 subunit Gene [Source:MGI Symbol;Acc:MGI:101921]"
ENSMUSG00000022217	Fam158a	ILMN_1226261	uR0Oi69RI6A5cLSCrU	10.06	3.1439E-01	1.07	2.5779E-01	0	1	N/A	protein_coding	14	56200362	"family with sequence similarity 158, member A Gene [Source:MGI Symbol;Acc:MGI:1934682]"
ENSMUSG00000006058	Snf8	ILMN_2683414	64DQBS3wOohomJGkLk	9.19	3.1396E-01	1.07	2.5779E-01	0	1	N/A	protein_coding	11	95896199	"SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1343161]"
ENSMUSG00000037286	Stag1	ILMN_2714579	iXoMJEjD3_Xhjde4EU	9.01	3.1434E-01	0.92	2.5779E-01	0	1	N/A	protein_coding	9	100498217	stromal antigen 1 Gene [Source:MGI (curated);Acc:MGI:1098658]
ENSMUSG00000022241	Tars	ILMN_1239799	QlC3yIO_yOqvCIFPwI	9.09	3.1414E-01	1.07	2.5779E-01	0	2	N/A	protein_coding	15	11313418	threonyl-tRNA synthetase Gene [Source:MGI Symbol;Acc:MGI:106314]
ENSMUSG00000042492	Tbc1d10b	ILMN_3008497	K4IueyLCqLqopKRAt4	9.01	3.1382E-01	1.04	2.5779E-01	0	1	N/A	protein_coding	7	134340979	"TBC1 domain family, member 10b Gene [Source:MGI (curated);Acc:MGI:1915699]"
ENSMUSG00000028420	Tmem38b	ILMN_2795792	QW697g47iImfO7Croo	9.09	3.1399E-01	0.91	2.5779E-01	0	2	N/A	protein_coding	4	53838917	transmembrane protein 38B Gene [Source:MGI (curated);Acc:MGI:1098718]
ENSMUSG00000048707	Tprn	ILMN_2625047	rXF.4oulHmKLiKcVy8	9.09	3.1442E-01	1.07	2.5779E-01	0	1	N/A	protein_coding	2	25118138	taperin Gene [Source:MGI Symbol;Acc:MGI:2139535]
ENSMUSG00000032715	Trib3	ILMN_1225528	QSlRLS.jh.revC7s.0	9.09	3.1399E-01	0.96	2.5779E-01	0	1	N/A	protein_coding	2	152163158	tribbles homolog 3 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1345675]
ENSMUSG00000036613	Tssc1	ILMN_2903639	0Ku_gvwf9VLu.UX174	9.26	3.1411E-01	0.96	2.5779E-01	0	3	N/A	protein_coding	12	29436693	tumor suppressing subtransferable candidate 1 Gene [Source:MGI Symbol;Acc:MGI:1289332]
ENSMUSG00000033047	Eif3l	ILMN_2720520	0UC_UhnOqP381hI1EI	9.26	3.1462E-01	1.06	2.5841E-01	0	2	N/A	protein_coding	15	78905659	"eukaryotic translation initiation factor 3, subunit L Gene [Source:MGI Symbol;Acc:MGI:2386251]"
ENSMUSG00000038619	Ensa	ILMN_3112185	rSeULkokhCBeuFrhRM	9.09	3.1519E-01	0.93	2.5841E-01	0	2	N/A	protein_coding	3	95428902	endosulfine alpha Gene [Source:MGI Symbol;Acc:MGI:1891189]
ENSMUSG00000024448	H2-M10.1	ILMN_2730154	HgiSuoo5K4JAGigh8U	8.93	3.1509E-01	1.04	2.5841E-01	0	1	N/A	protein_coding	17	36459803	"histocompatibility 2, M region locus 10.1 Gene [Source:MGI Symbol;Acc:MGI:1276522]"
ENSMUSG00000005534	Insr	ILMN_2780352	3X991fKIziMCER6UV4	9.27	3.1503E-01	1.09	2.5841E-01	0	2	N/A	protein_coding	8	3150922	insulin receptor Gene [Source:MGI (curated);Acc:MGI:96575]
ENSMUSG00000022982	Sod1	ILMN_2752552	ra7pQ7tT4I27jdHdKI	9.09	3.1485E-01	1.08	2.5841E-01	0	1	N/A	protein_coding	16	90221039	"superoxide dismutase 1, soluble Gene [Source:MGI Symbol;Acc:MGI:98351]"
ENSMUSG00000046550	Spin2	ILMN_2934522	N05SLUuTddSSEqJSCg	8.94	3.1466E-01	0.93	2.5841E-01	0	1	N/A	protein_coding	X	150266768	"spindlin family, member 2 Gene [Source:MGI (curated);Acc:MGI:3605548]"
ENSMUSG00000049396	Gemin4	ILMN_2682362	Nhe_KkgQBzl1tRbrv0	8.94	3.1559E-01	0.91	2.5900E-01	0	2	N/A	protein_coding	11	76024073	gem (nuclear organelle) associated protein 4 Gene [Source:MGI (curated);Acc:MGI:2449313]
ENSMUSG00000027133	Nop10	ILMN_2997106	o76KCI6qCrLFvrLEKU	9.56	3.1631E-01	1.04	2.5900E-01	0	2	N/A	protein_coding	2	112102083	NOP10 ribonucleoprotein homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:1913431]
ENSMUSG00000022105	Rb1	ILMN_2861644	oSI159iP3wJ5IR5HPo	10.78	3.1614E-01	0.84	2.5900E-01	0	2	N/A	protein_coding	14	73595310	retinoblastoma 1 Gene [Source:MGI Symbol;Acc:MGI:97874]
ENSMUSG00000017707	Serinc3	ILMN_2787844	3ScrInopyoJ6v46vvo	9.26	3.1553E-01	1.07	2.5900E-01	0	1	N/A	protein_coding	2	163449008	serine incorporator 3 Gene [Source:MGI (curated);Acc:MGI:1349457]
ENSMUSG00000028483	Snapc3	ILMN_2707634	BdTuceEUaES0xDgHlQ	8.89	3.1583E-01	1.03	2.5900E-01	0	4	N/A	protein_coding	4	83063628	"small nuclear RNA activating complex, polypeptide 3 Gene [Source:MGI (curated);Acc:MGI:1916338]"
ENSMUSG00000026028	Trak2	ILMN_2872698	EQu6Vyk6jVqp1KAOc8	8.89	3.1649E-01	1.09	2.5900E-01	0	2	N/A	protein_coding	1	58957294	"trafficking protein, kinesin binding 2 Gene [Source:MGI Symbol;Acc:MGI:1918077]"
